#Header:polygon-version1.0
#ID LocationList Comment
#LineCount=119       
ZAN68;N 56 45 42.01 W 151 45 00,N 53 22 02.78 W 137 00 00,N 54 00 00 W 136 00 00,N 54 06 29.99 W 135 26 60,N 54 06 48.38 W 134 00 00,N 54 24 30.31 W 133 16 26,N 54 34 59.99 W 132 49 59.99,N 54 29 30.01 W 131 48 00,N 54 43 00.01 W 130 37 00.01,N 54 43 30 W 130 37 00.01,N 54 44 30.01 W 130 37 30,N 54 45 45 W 130 38 59.96,N 54 46 45.01 W 130 37 45.01,N 54 47 44.99 W 130 33 00,N 54 51 00 W 130 26 60,N 54 58 30 W 130 15 59.98,N 55 04 00.01 W 130 11 15,N 55 11 30.01 W 130 06 00.04,N 55 16 59.99 W 129 58 15.02,N 55 20 30.01 W 130 01 29.96,N 55 26 44.99 W 130 02 00.02,N 55 30 15.01 W 130 05 45.02,N 55 34 59.99 W 130 07 30,N 55 40 59.99 W 130 06 30.02,N 55 43 00.01 W 130 08 44.99,N 55 46 00.01 W 130 08 59.96,N 55 48 29.99 W 130 07 30,N 55 49 30 W 130 04 59.99,N 55 54 29.99 W 130 00 00,N 55 55 00.01 W 130 00 59.98,N 56 00 29.99 W 130 00 00,N 56 07 30 W 130 06 00.04,N 56 05 44.99 W 130 15 00,N 56 07 45.01 W 130 20 29.98,N 56 08 30.01 W 130 25 59.99,N 56 14 30.01 W 130 27 59.98,N 56 14 44.99 W 130 33 00,N 56 16 00.01 W 130 37 30,N 56 21 45 W 130 47 00.02,N 56 24 29.99 W 131 04 59.99,N 56 27 00 W 131 10 59.99,N 56 33 00 W 131 27 59.98,N 56 36 45 W 131 34 59.99,N 56 36 00 W 131 50 29.98,N 56 42 15.01 W 131 52 00.01,N 56 45 00 W 131 53 59.96,N 56 48 29.99 W 131 52 30,N 56 59 59.35 W 132 03 51.44,N 56 38 20.51 W 133 04 03.11,N 56 57 05 W 134 59 54.71,N 58 00 00 W 137 49 59.99,N 59 00 07.6 W 140 17 28.72,N 59 29 02.18 W 142 07 24.6,N 59 00 00 W 146 00 00,N 59 10 59.99 W 150 00 00,N 57 27 50.9 W 150 31 51.38;
ZAN69;N 59 11 00 W 150 00 00,N 57 27 50.9 W 150 31 51.4,N 56 45 42 W 151 45 00,N 56 00 00 W 153 00 00,N 53 30 00 W 160 00 00,N 52 35 59.8 W 163 40 45,N 53 27 55 W 167 20 14,N 54 13 02 W 167 44 39,N 55 00 00 W 167 00 00,N 56 58 00 W 165 00 00,N 58 44 22.6 W 167 42 47.9,N 59 24 15 W 167 54 50.8,N 60 35 17.47 W 156 26 13.17,N 59 54 00 W 156 25 00,N 59 30 00 W 155 20 00,N 59 09 43 W 152 17 29;
ZANAN;N 61 43 00 W 149 43 00,N 61 28 19.8 W 149 03 52.1,N 60 51 33.7 W 149 33 57.9,N 60 47 00 W 150 07 00,N 60 46 19.4 W 150 15 31.2,N 60 54 54 W 150 48 08.8,N 60 54 09.2 W 150 51 12.8,N 61 00 42.1 W 151 10 09,N 61 05 00 W 151 15 00,N 61 13 00 W 151 15 25,N 61 42 44.5 W 150 26 00;
ZANFA;N 65 15 00 W 146 00 00,N 64 49 60 W 146 00 00,N 64 46 10 W 146 11 15,N 64 35 18 W 146 11 15,N 64 33 24 W 146 18 30,N 64 33 25 W 146 25 00,N 64 14 45 W 146 43 15,N 64 13 30 W 147 32 00,N 64 22 30 W 147 58 00,N 64 30 00 W 148 30 00,N 65 00 00 W 148 50 00,N 65 14 00 W 148 30 00;
VAFB_PEGASUS1;N 35 22 00 W 123 22 00,N 36 21 00 W 123 00 00,N 36 18 00 W 122 46 00,N 35 18 00 W 123 07 00;HA for Pegasus ascent dispersion area/drop box from VAFB
VAFB_PEGASUS2;N 28 44 00 W 125 34 00,N 28 54 00 W 126 07 00,N 30 38 00 W 125 28 00,N 30 29 00 W 124 55 00;HA for Pegasus flight information region from VAFB
VAFB_PEGASUS3;N 20 07 00 W 126 58 00,N 20 15 00 W 127 38 00,N 23 30 00 W 126 53 00,N 23 22 00 W 126 12 00;HA for Pegasus flight information region from VAFB
VAFB_PEGASUS4;S 04 12 00 W 128 54 60,S 04 08 00 W 129 21 00,S 02 00 00 W 129 04 00,S 02 04 00 W 128 38 00;HA for Pegasus flight information region from VAFB
W-285A_VAFB_PEGASUS;N 36 59 00 W 122 55 49,N 36 11 00 W 122 23 34,N 35 37 00 W 121 32 04,N 35 20 55 W 122 06 59,N 36 52 00 W 123 10 04;restricted airspace used for Pegasus launch from VAFB
W-283_VAFB_PEGASUS;N 36 52 00 W 123 10 04,N 36 20 00 W 124 19 04,N 35 13 00 W 123 34 04,N 35 29 00 W 123 00 04,N 35 04 00 W 122 43 04,N 35 20 55 W 122 06 59;restricted airspace used for Pegasus launch from VAFB
W-532N_VAFB_PEGASUS;N 35 37 00 W 121 32 04,N 35 12 25 W 121 02 58,N 34 55 31 W 121 41 04,N 34 25 30 W 123 02 59,N 35 13 00 W 123 34 04,N 35 29 00 W 123 00 04,N 35 04 00 W 122 43 04;restricted airspace used for Pegasus launch from VAFB
CAPEC_ATLAS1;N 28 37 00 W 80 36 00,N 28 31 00 W 79 59 00,N 28 29 00 W 79 59 00,N 28 33 00 W 80 35 00;HA for Atlas Launch Danger Zone from Cape Canaveral
CAPEC_ATLAS2;N 24 08 00 W 59 45 00,N 23 02 00 W 56 16 00,N 22 26 00 W 56 29 00,N 23 34 00 W 59 57 00;HA for Atlas PLF CCB & Avionics Pod Cover from Cape Canaveral
R-2932_CAPEC_ATLAS;N 28 39 21 W 80 42 39,N 28 41 41 W 80 34 59,N 28 25 01 W 80 30 29,N 28 25 01 W 80 37 59,N 28 34 01 W 80 39 29;restricted airspace used for Atlas launch from Cape Canaveral
R-2933_CAPEC_ATLAS;N 28 39 21 W 80 42 39,N 28 41 41 W 80 34 59,N 28 25 01 W 80 30 29,N 28 25 01 W 80 37 59,N 28 34 01 W 80 39 29;restricted airspace used for Atlas launch from Cape Canaveral
W-72A_WALLOPS_PEGASUS;N 36 49 01 W 75 53 59,N 36 49 01 W 75 31 59,N 36 46 58 W 74 29 59,N 35 10 36 W 74 29 59,N 35 57 01 W 75 32 59;restricted airspace at Wallops - used for MARS Pegasus - 2018 Low
W-72B_WALLOPS_PEGASUS;N 36 46 58 W 74 29 59,N 36 42 09 W 72 39 58,N 35 05 35 W 72 40 00,N 34 29 17 W 73 34 23,N 34 33 10 W 73 40 50,N 35 10 36 W 74 29 59;restricted airspace at Wallops - used for MARS Pegasus - 2018 Low
W-386_WALLOPS_PEGASUS;N 38 36 50 W 74 59 49,N 38 45 00 W 74 52 59,N 38 45 00 W 74 20 00,N 37 57 00 W 73 00 30,N 37 13 39 W 72 40 00,N 37 00 00 W 75 30 00,N 37 08 01 W 75 30 00,N 37 08 01 W 75 46 59;restricted airspace at Wallops - used for MARS Pegasus - 2018 Low
ANTARES_1;N 26 57 00 W 60 14 00,N 28 07 00 W 58 48 00,N 18 34 00 W 50 30 00,N 18 14 00 W 50 58 00,N 18 14 00 W 52 12 00;HA for Antares launch from Wallops - 2018 Medium
VANHORN_BLUEORIGIN1;N 31 44 06 W 104 45 46,N 31 38 15.62 W 104 30 31.49,N 31 27 06 W 104 25 50.33,N 31 15 32.26 W 104 31 23.41,N 31 10 06 W 104 45 46,N 31 15 51.91 W 105 00 43.78,N 31 27 06 W 105 05 41.67,N 31 38 41.54 W 104 59 35.94;HA for Blue Origin launch from Van horn - SFC to FL180 on NOTAM - 2018 High
