stage:2
175.8207718	-55910.35767	-18092.62942	66840.9935
179.0775077	-208733.0645	-198486.764	339202.8296
188.7588802	-233501.6272	-166547.8747	340240.8098
204.6008067	-211441.4556	-195736.7191	339123.3535
226.1711607	-212500.4757	-194824.9911	338986.39
252.8815592	-190096.0912	-221618.913	335817.7106
284.0034121	-181348.2303	-231519.1205	333971.1317
318.6877964	-154918.0173	-258588.647	327348.9302
355.9886126	-138374.0298	-273920.7492	322249.9866
394.8883916	-72910.60283	-200671.298	208940.1678
434.3260489	-51793.69798	-189512.0805	181475.2844
473.2258278	-11269.26507	-66978.25906	57514.49721
510.526644	-6258.056215	-69804.94444	54855.32329
545.2110284	-1270.929109	-72271.86625	51924.58214
576.3328813	3588.536984	-74309.83578	48848.44649
603.0432798	6625.598158	-75434.92917	46761.87516
624.6136338	55341.5748	-383908.3169	218120.8832
640.4555602	52483.32469	-366229.2233	208420.4652
650.1369327	16812.78262	-78100.91612	39224.70473
653.3936687	-3417.878572	-71101.2589	53422.48344
