FORMAT LATLON FEET
# Time    Long    Lat     Alt
 1261    -106.970202     32.994  9010.15
 1262    -106.970137     32.993  8974.73
 1263    -106.970072     32.993  8939.34
 1264    -106.970008     32.992  8903.96
 1265    -106.969943     32.992  8868.6
 1266    -106.969878     32.991  8833.26
 1267    -106.969814     32.99   8797.94
 1268    -106.969749     32.99   8762.64
 1269    -106.969684     32.989  8727.36
 1270    -106.96962  32.989  8692.1
 1271    -106.969555     32.988  8656.85
 1272    -106.969491     32.987  8621.62
 1273    -106.969427     32.987  8586.41
 1274    -106.969362     32.986  8551.22
 1275    -106.969298     32.985  8516.05
 1276    -106.969233     32.985  8480.9
 1277    -106.969169     32.984  8445.76
 1278    -106.969105     32.984  8410.65
 1279    -106.969041     32.983  8375.55
 1280    -106.968977     32.982  8340.47
 1281    -106.968913     32.982  8305.41
 1282    -106.968849     32.981  8270.36
 1283    -106.968785     32.981  8235.34
 1284    -106.968721     32.98   8200.33
 1285    -106.968657     32.979  8165.34
 1286    -106.968593     32.979  8130.37
 1287    -106.968529     32.978  8095.42
 1288    -106.968465     32.977  8060.49
 1289    -106.968401     32.977  8025.57
 1290    -106.968338     32.976  7990.67
 1291    -106.968274     32.976  7955.79
 1292    -106.96821  32.975  7920.93
 1293    -106.968147     32.974  7886.09
 1294    -106.968083     32.974  7851.26
 1295    -106.96802  32.973  7816.46

