units SI
begin
# velocity and time don't matter since only one catalog is being used
# modified columbia ÉSI UNITS!!
velocity  100 
time 0

#'Num Pieces'	'Weight/piece'	'Total Weight'	'Ref Area'  'ball coif'	'Vel Inc' CD	CL 'Solid Rocket Prop'

# For a first approximation, neglecting all groups with ball coef <=3.33
1860	0.0195093333386980	36.2873600000000	0.0132851338697514	2.44121198396271	[0,100]	0.601548988600000	0	0
11260	0.0848370117320976	955.264752000000	0.0289857466249122	4.88242396690047	[0,100]	0.599467140300000	0	0
19541	0.0988844951566976	1932.30192000000	0.0189522189470580	8.69071465925083	[0,100]	0.600361238200000	0	0
13846	0.167369747800054	2317.40152800000	0.0171870613000281	16.2584718085837	[0,100]	0.598956956700000	0	0
10901	0.597396600682765	6512.22034400000	0.0364179893492486	27.3415742098267	[0,100]	0.599961340400000	0	0
4597	0.803776469849810	3694.96043200000	0.0274063950459907	48.8242396647307	[0,100]	0.600686519900000	0	0
6969	1.19473880788295	8326.13475200000	0.0229470494113888	86.8094981237472	[0,100]	0.599761901300000	0	0
5387	2.28522125114627	12310.4868800000	0.0260128495351776	146.472718981688	[0,100]	0.599768401900000	0	0
246	4.38656653657762	1079.09536800000	0.0266631707735570	274.538699624619	[0,100]	0.599251810300000	0	0
33	1.95182012119838	64.4100640000000	0.00668901845190281	488.242396652902	[0,100]	0.597643097600000	0	1
1	362.873600000000	362.873600000000	0.412861083336890	1464.72718986486	[0,100]	0.600060006000000	0	0
end
