#Fig C2. Drag Coefficient For Fuselage AFT Section (body, wing, tail, nozzle)
0.180653	0.791086
0.384615	0.779944
0.448718	0.818942
0.477855	0.874652
0.850816	0.941504
0.914918	0.969359
0.955711	1.01393
0.973193	1.09749
1.00816	1.20334
1.10723	1.30919
1.27622	1.44847
1.62005	1.58217
1.81235	1.66574
2.11538	1.70474
2.44755	1.69359
3.07110	1.64345
3.47319	1.66017
3.95105	1.62674
4.97086	1.60446
